Fall,GeoLocation,Id,Name,Nametype,Recclass,Year,Reclat,Reclong,Mass
Found,"(32.03333, -99.25)",5170,Burkett,Valid,"Iron, IAB-MG",1913,32.03333,-99.25,8400
Found,"(38.23333, -99.53333)",5167,Burdett,Valid,H5,1940,38.23333,-99.53333,8600
Found,"(29.8, -107.55)",5162,Buenaventura,Valid,"Iron, IIIAB",1969,29.8,-107.55,113600
Found,"(38.295, -121.405)",5155,Bruceville,Valid,L6,1998,38.295,-121.405,83000
Found,"(33.21667, -102.18333)",5154,Brownfield (iron),Valid,"Iron, IID",1960,33.21667,-102.18333,1626
Found,"(33.135, -102.27833)",5153,Brownfield (c),Valid,OC,1974,33.135,-102.27833,1550
Found,"(33.21667, -102.18333)",5152,Brownfield (1964),Valid,H5,1964,33.21667,-102.18333,4100
Found,"(33.21667, -102.18333)",5151,Brownfield (1937),Valid,H3.7,1937,33.21667,-102.18333,40960
Found,"(38.69667, -99.70833)",5150,Brownell,Valid,L6,1971,38.69667,-99.70833,2000
Found,"(33.275, -102.96)",5149,Bronco (c),Valid,OC,1980,33.275,-102.96,53
Found,"(33.275, -102.96)",5148,Bronco (b),Valid,OC,1980,33.275,-102.96,101
Found,"(33.28333, -102.96667)",5147,Bronco,Valid,OC,1971,33.28333,-102.96667,972
Found,"(41.43333, -99.7)",5145,Broken Bow,Valid,H4,1937,41.43333,-99.7,6800
Found,"(36.56667, -82.18333)",5143,Bristol,Valid,"Iron, IVA",1937,36.56667,-82.18333,20000
Found,"(34.35, -101.4)",5142,Briscoe,Valid,L5,1940,34.35,-101.4,1773
Found,"(40.66667, -104.31667)",5141,Briggsdale,Valid,"Iron, IIIAB",1949,40.66667,-104.31667,2230
Found,"(35.71667, -81.86667)",5139,Bridgewater,Valid,"Iron, IID",1890,35.71667,-81.86667,13600
Found,"(39.25, -101.33333)",5137,Brewster,Valid,L6,1940,39.25,-101.33333,17000
Found,"(37.5825, -99.16361)",5136,Brenham,Valid,"Pallasite, PMG-an",1882,37.5825,-99.16361,4300000
Found,"(40.81, -101.80167)",5132,Brandon,Valid,L6/7,1975,40.81,-101.80167,7580
Found,"(41.15333, -96.955)",5131,Brainard,Valid,"Iron, IIIAB",1978,41.15333,-96.955,138300
Found,"(31.05, -99.46667)",5129,Brady,Valid,L6,1937,31.05,-99.46667,927
Fell,"(40.5, -80.08333)",5128,Bradford Woods,Valid,L,1886,40.5,-80.08333,762
Found,"(48.78333, -97.35)",5125,Bowesmont (b),Valid,L5,1972,48.78333,-97.35,1300
Found,"(48.68333, -97.16667)",5124,Bowesmont,Valid,L6,1962,48.68333,-97.16667,2270
Found,"(37.5, -79.75)",5116,Botetourt County,Valid,Iron,1850,37.5,-79.75,500
Found,"(33.26667, -116.38333)",5115,Borrego,Valid,L6,1930,33.26667,-116.38333,2126
Found,"(37.21667, -117.08333)",5106,Bonnie Claire 002,Valid,H5,1998,37.21667,-117.08333,80.8
Found,"(37.21667, -117.08333)",5105,Bonnie Claire 001,Valid,H5,1998,37.21667,-117.08333,23.03
Found,"(26.26667, -81.75)",5104,Bonita Springs,Valid,H5,1938,26.26667,-81.75,41800
Found,"(29.8, -98.8)",5095,Boerne,Valid,H6,1932,29.8,-98.8,1100
Found,"(33.65167, -103.70833)",5091,Boaz (stone),Valid,H5,1968,33.65167,-103.70833,1800
Found,"(29.86306, -96.92667)",5088,Bluff (b),Valid,L4,1917,29.86306,-96.92667,16000
Found,"(29.87861, -96.87222)",5087,Bluff (a),Valid,L5,1878,29.87861,-96.87222,153300
Found,"(40.27957, -118.94642)",5086,Bluewing 008,Valid,H5,2001,40.27957,-118.94642,451.7
Found,"(40.28247, -118.94872)",5085,Bluewing 007,Valid,L4,1999,40.28247,-118.94872,324
Found,"(40.28338, -118.94808)",5084,Bluewing 006,Valid,L6,1999,40.28338,-118.94808,355
Found,"(40.28563, -118.94657)",5083,Bluewing 005,Valid,L5,1999,40.28563,-118.94657,7200
Found,"(40.27537, -118.9461)",5082,Bluewing 004,Valid,L5,1999,40.27537,-118.9461,113
Found,"(40.26752, -118.94308)",5081,Bluewing 003,Valid,L6,1999,40.26752,-118.94308,95
Found,"(40.24148, -118.94763)",5080,Bluewing 002,Valid,H5,1999,40.24148,-118.94763,23
Found,"(40.2495, -118.93683)",5079,Bluewing 001,Valid,Eucrite-mmict,2000,40.2495,-118.93683,6.1
Found,"(35.26667, -107.96667)",5078,Bluewater,Valid,"Iron, IIIAB",1946,35.26667,-107.96667,9540
Fell,"(40.48, -89.00417)",5076,Bloomington,Valid,LL6,1938,40.48,-89.00417,67.8
Found,"(45.5, -77.0)",5075,Blithfield,Valid,EL6,1910,45.5,-77,1830
Found,"(33.59167, -103.02667)",5074,Bledsoe,Valid,H4,1970,33.59167,-103.02667,30500
Fell,"(31.83333, -98.83333)",5071,Blanket,Valid,L6,1909,31.83333,-98.83333,5100
Found,"(40.5, -101.08333)",5069,Blackwood Creek,Valid,H6,1998,40.5,-101.08333,67
Fell,"(36.83333, -97.33333)",5068,Blackwell,Valid,L5,1906,36.83333,-97.33333,2381
Found,"(34.20583, -103.22222)",5067,Blackwater Draw,Valid,H4,1979,34.20583,-103.22222,1500
Found,"(35.58333, -82.35)",5066,Black Mountain,Valid,"Iron, IAB-MG",1839,35.58333,-82.35,800
Fell,"(40.91667, -78.08333)",5065,Black Moshannan Park,Valid,L5,1941,40.91667,-78.08333,705
Found,"(38.30667, -99.71)",5061,Bison,Valid,LL6,1958,38.30667,-99.71,11000
Fell,"(34.16667, -80.28333)",5059,Bishopville,Valid,Aubrite,1843,34.16667,-80.28333,6000
Found,"(38.0, -108.5)",5058,Bishop Canyon,Valid,"Iron, IVA",1912,38,-108.5,8600
Found,"(37.06667, -93.55)",5047,Billings,Valid,"Iron, IIIAB",1903,37.06667,-93.55,24500
Found,"(39.3, -102.41667)",5033,Bethune,Valid,EH4/5,1941,39.3,-102.41667,67
Fell,"(42.53333, -73.83333)",5032,Bethlehem,Valid,H,1859,42.53333,-73.83333,13.9
Found,"(34.24667, -103.395)",5031,Bethel (b),Valid,H4,1968,34.24667,-103.395,56.8
Found,"(34.23333, -103.38333)",5030,Bethel (a),Valid,OC,1968,34.23333,-103.38333,18.3
Fell,"(45.95, -67.55)",5026,Benton,Valid,LL6,1949,45.95,-67.55,2840
Found,"(43.5, -101.25)",5022,Bennett County,Valid,"Iron, IIAB",1934,43.5,-101.25,89000
Fell,"(39.08333, -89.15)",5021,Benld,Valid,H6,1938,39.08333,-89.15,1770.5
Found,"(33.58333, -99.8)",5020,Benjamin,Valid,H4/5,1969,33.58333,-99.8,51800
Found,"(41.0, -97.53333)",5017,Benedict,Valid,"Iron, IIIAB",1970,41,-97.53333,16380
Found,"(42.73333, -90.35)",5008,Belmont,Valid,H6,1958,42.73333,-90.35,25300
Found,"(49.5, -113.0)",5007,Belly River,Valid,H6,1943,49.5,-113,7900
Fell,"(33.6, -96.46667)",5005,Bells,Valid,C2-ung,1961,33.6,-96.46667,375
Found,"(37.31667, -97.25)",5004,Belle Plaine,Valid,L6,1950,37.31667,-97.25,78800
Found,"(24.9, -105.4)",5003,Bella Roca,Valid,"Iron, IIIAB",1888,24.9,-105.4,33000
Found,"(35.66117, -115.33333)",4996,Beer Bottle Pass,Valid,L5,1999,35.66117,-115.33333,8.9
Found,"(36.21667, -103.65)",4995,Beenham,Valid,L5,1937,36.21667,-103.65,44400
Found,"(38.53333, -100.21667)",4994,Beeler,Valid,LL6,1924,38.53333,-100.21667,11620
Found,"(38.48417, -113.13639)",4987,Beaver-Harrison,Valid,L6,1979,38.48417,-113.13639,925
Found,"(36.8, -100.53333)",4985,Beaver,Valid,L5,1940,36.8,-100.53333,25628
Fell,"(39.8, -101.2)",4984,Beardsley,Valid,H5,1929,39.8,-101.2,16000
Found,"(44.5, -104.2)",4983,Bear Lodge,Valid,"Iron, IIIAB",1931,44.5,-104.2,48500
Found,"(39.6, -105.3)",4982,Bear Creek,Valid,"Iron, IIIAB",1866,39.6,-105.3,227000
Found,"(41.81667, -103.36667)",4978,Bayard,Valid,L5,1982,41.81667,-103.36667,75000
Fell,"(36.75, -93.5)",4977,Baxter,Valid,L6,1916,36.75,-93.5,611
Fell,"(38.25, -83.75)",4975,Bath Furnace,Valid,L6,1902,38.25,-83.75,86000
Fell,"(45.41667, -98.31667)",4974,Bath,Valid,H4,1892,45.41667,-98.31667,21000
Found,"(43.13333, -102.1)",4973,Batesland,Valid,H5,1961,43.13333,-102.1,2500
Found,"(34.0, -101.5)",4955,Barwise,Valid,H5,1950,34,-101.5,10400
Found,"(30.83333, -97.5)",4953,Bartlett,Valid,"Iron, IIIAB",1938,30.83333,-97.5,8590
Found,"(30.78333, -103.46667)",4952,Barrilla,Valid,H5,1994,30.78333,-103.46667,11100
Found,"(31.76667, -99.98333)",4930,Ballinger,Valid,"Iron, IAB-MG",1927,31.76667,-99.98333,1250
Fell,"(34.5, -88.66667)",4926,Baldwyn,Valid,L6,1922,34.5,-88.66667,345
Fell,"(35.96667, -82.48333)",4925,Bald Mountain,Valid,L4,1929,35.96667,-82.48333,3700
Found,"(41.28333, -77.05)",4924,Bald Eagle,Valid,"Iron, IIIAB",1891,41.28333,-77.05,3200
Found,"(34.613317, -113.398967)",4920,Bagdad,Valid,"Iron, IIIAB",1959,34.613317,-113.398967,2200
Found,"(26.2, -107.83333)",4919,Bacubirito,Valid,"Iron, ungrouped",1863,26.2,-107.83333,22000000
Found,"(36.3, -82.88333)",4916,Babb's Mill (Troost's Iron),Valid,"Iron, ungrouped",1842,36.3,-82.88333,6400
Found,"(36.3, -82.88333)",4915,Babb's Mill (Blake's Iron),Valid,"Iron, ungrouped",1876,36.3,-82.88333,136000
Fell,"(36.8, -108.0)",4913,Aztec,Valid,L6,1938,36.8,-108,2830
Found,"(31.66, -96.97167)",4911,Axtell,Valid,CV3,1943,31.66,-96.97167,6200
Fell,"(25.0, -103.5)",4907,Avilez,Valid,H,1855,25,-103.5,146
Found,"(36.33333, -105.05)",4901,Aurora,Valid,H4,1938,36.33333,-105.05,1000
Found,"(38.16667, -79.08333)",4897,Augusta County,Valid,"Iron, IIIAB",1858,38.16667,-79.08333,76000
Found,"(32.63333, -85.5)",4894,Auburn,Valid,"Iron, IIG",1867,32.63333,-85.5,3630
Found,"(40.51667, -103.26667)",4892,Atwood (b),Valid,OC,1964,40.51667,-103.26667,77
Found,"(40.51667, -103.26667)",4891,Atwood,Valid,L6,1963,40.51667,-103.26667,2100
Found,"(37.25, -98.13333)",4890,Attica,Valid,H4,1996,37.25,-98.13333,5622
Fell,"(34.31667, -96.15)",4888,Atoka,Valid,L6,1945,34.31667,-96.15,1384.2
Found,"(31.8, -92.75)",4886,Atlanta,Valid,EL6,1938,31.8,-92.75,5500
Fell,"(34.75, -87.0)",4885,Athens,Valid,LL6,1933,34.75,-87,265
Found,"(32.9, -102.28333)",2349,Ashmore,Valid,H5,1969,32.9,-102.28333,55400
Found,"(35.25, -112.5)",2348,Ashfork,Valid,"Iron, IAB-MG",1901,35.25,-112.5,27000
Found,"(35.58333, -82.53333)",2347,Asheville,Valid,"Iron, IIIAB",1839,35.58333,-82.53333,800
Found,"(39.3, -103.25)",2339,Arriba,Valid,L5,1936,39.3,-103.25,31100
Found,"(39.76667, -102.13333)",2336,Armel,Valid,L5,1967,39.76667,-102.13333,9200
Found,"(44.6, -94.1)",2333,Arlington,Valid,"Iron, IIE-an",1894,44.6,-94.1,8940
Found,"(30.33333, -109.98333)",2332,Arispe,Valid,"Iron, IC",1896,30.33333,-109.98333,683000
Found,"(37.26667, -97.76667)",2331,Argonia,Valid,"Pallasite, PMG-an",1940,37.26667,-97.76667,84
Fell,"(38.5, -94.3)",2329,Archie,Valid,H6,1932,38.5,-94.3,5070
Found,"(38.68867, -109.58517)",2328,Arches,Valid,L5,2001,38.68867,-109.58517,534
Found,"(34.15, -103.22)",2327,Arch,Valid,CV3,1972,34.15,-103.22,985.8
Found,"(41.41667, -99.1)",2326,Arcadia,Valid,LL6,1937,41.41667,-99.1,19400
Found,"(38.8, -102.2)",2323,Arapahoe,Valid,L5,1940,38.8,-102.2,19083
Found,"(39.75, -105.2)",2315,Apex,Valid,L6,1938,39.75,-105.2,6.1
Found,"(33.7825, -102.18111)",2311,Anton,Valid,H4,1965,33.7825,-102.18111,41800
Found,"(37.08333, -98.05)",2310,Anthony,Valid,H5,1919,37.08333,-98.05,20000
Found,"(39.33333, -97.56167)",2308,Anson,Valid,L6,1972,39.33333,-97.56167,3900
Found,"(45.2, -93.43333)",2307,Anoka,Valid,"Iron, IAB-sLM",1961,45.2,-93.43333,1108
Found,"(44.25, -88.25)",2300,Angelica,Valid,"Iron, IIIAB",1916,44.25,-88.25,14800
Fell,"(44.61667, -70.75)",2295,Andover,Valid,L6,1898,44.61667,-70.75,3200
Found,"(40.8, -99.2)",2293,Amherst,Valid,L6,1947,40.8,-99.2,8500
Found,"(35.16667, -97.88333)",2291,Amber,Valid,L6,1934,35.16667,-97.88333,4532
Found,"(43.32222, -96.28889)",2287,Alvord,Valid,"Iron, IVA",1976,43.32222,-96.28889,17500
Found,"(40.56667, -110.48333)",2286,Altonah,Valid,"Iron, IVA",1932,40.56667,-110.48333,21500
Found,"(39.6, -100.11667)",2281,Almelo Township,Valid,L5,1949,39.6,-100.11667,3180
Found,"(33.1, -102.95)",2280,Allred,Valid,L4,1978,33.1,-102.95,6570
Fell,"(26.96667, -105.31667)",2278,Allende,Valid,CV3,1969,26.96667,-105.31667,2000000
Found,"(33.1, -96.7)",2277,Allen,Valid,H4,1923,33.1,-96.7,1407
Fell,"(42.53333, -85.88333)",2276,Allegan,Valid,H5,1899,42.53333,-85.88333,32000
Found,"(37.86667, -117.4)",474,Alkali,Valid,H6,1998,37.86667,-117.4,30.47
Found,"(44.65, -87.46667)",470,Algoma,Valid,"Iron, IAB-sHL",1887,44.65,-87.46667,4100
Found,"(35.75, -81.25)",464,Alexander County,Valid,"Iron, IAB complex",1875,35.75,-81.25,192
Found,"(25.05, -106.0)",460,Aldama (b),Valid,H5,1996,25.05,-106,66.5
Found,"(28.83333, -105.86667)",459,Aldama (a),Valid,"Iron, IIIAB",1985,28.83333,-105.86667,11000
Found,"(46.83333, -117.25)",457,Albion,Valid,"Iron, IVA",1966,46.83333,-117.25,12280
Found,"(41.41667, -104.1)",456,Albin (stone),Valid,L,1949,41.41667,-104.1,15400
Found,"(41.5, -104.1)",455,Albin (pallasite),Valid,"Pallasite, PMG",1915,41.5,-104.1,37600
Found,"(37.46667, -105.86667)",450,Alamosa,Valid,L6,1937,37.46667,-105.86667,1800
Found,"(32.9, -105.93333)",449,Alamogordo,Valid,H5,1938,32.9,-105.93333,13600
Found,"(40.15, -103.16667)",431,Akron (1961),Valid,L6,1961,40.15,-103.16667,4000
Found,"(40.15, -103.16667)",430,Akron (1940),Valid,H6,1940,40.15,-103.16667,1050
Found,"(42.6, -99.8)",422,Ainsworth,Valid,"Iron, IIAB",1907,42.6,-99.8,80650
Found,"(34.2, -101.5)",421,Aiken,Valid,OC,1936,34.2,-101.5,956
Found,"(30.7, -105.5)",419,Ahumada,Valid,"Pallasite, PMG",1909,30.7,-105.5,52600
Found,"(35.15, -102.71667)",388,Adrian,Valid,H4,1936,35.15,-102.71667,22600
Found,"(38.7, -96.1)",380,Admire,Valid,"Pallasite, PMG",1881,38.7,-96.1,180000
Found,"(39.96667, -103.76667)",375,Adams County,Valid,H5,1928,39.96667,-103.76667,5700
Found,"(29.31667, -100.96667)",373,Acu_a,Valid,"Iron, IIIAB",1981,29.31667,-100.96667,217700
Found,"(35.05, -107.56667)",372,Acomita,Valid,"Pallasite, PMG",1962,35.05,-107.56667,3956
Found,"(33.63333, -104.26667)",371,Acme,Valid,H5,1947,33.63333,-104.26667,75000
Found,"(39.77667, -100.81333)",369,Achilles,Valid,H5,1924,39.77667,-100.81333,16000
Found,"(33.85, -101.8)",7,Abernathy,Valid,L6,1941,33.85,-101.8,2914
Found,"(36.3, -104.28333)",5,Abbott,Valid,H3-6,1951,36.3,-104.28333,21100
Found,"(26.8, -105.41667)",4,Abajo,Valid,H5,1982,26.8,-105.41667,331
Fell,"(59.70444, -134.20139)",23782,Tagish Lake,Valid,C2-ung,2000,59.70444,-134.20139,10000
Found,"(63.91667, -139.33333)",23623,Skookum,Valid,"Iron, IVB",1905,63.91667,-139.33333,16000
Found,"(65.38333, -146.26667)",11906,Hope Creek,Valid,LL6,1998,65.38333,-146.26667,9830
Found,"(63.91667, -139.33333)",10867,Gay Gulch,Valid,"Iron, IAB-sHH",1901,63.91667,-139.33333,483
Found,"(55.18333, -162.55)",5396,Cold Bay,Valid,"Pallasite, PES",1921,55.18333,-162.55,320
Found,"(59.33333, -136.0)",5351,Chilkoot,Valid,"Iron, IIIAB",1881,59.33333,-136,43000
Found,"(64.88333, -163.16667)",393,Aggie Creek,Valid,"Iron, IIIAB",1942,64.88333,-163.16667,43000
Fell,"(21.3, -157.78333)",18082,Palolo Valley,Valid,H5,1949,21.3,-157.78333,682
Fell,"(21.3, -157.86667)",11904,Honolulu,Valid,L5,1825,21.3,-157.86667,2420
